Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;01;Logement;;;62.0;6;179870100.0;121019728.0;0.0;0.0;Intérieur et outre-mer
BG;Recherche et enseignement supérieur;RA;142.0;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;64.0;6;35067117.0;35067117.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Recherche et enseignement supérieur;RA;142.0;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;32.0;3;32167332.0;32167332.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;02;Formation initiale et continue de niveau master;;;21.0;2;15693543.0;15693543.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;14;Immobilier;;;23.0;2;548396.0;548396.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;14;Immobilier;;;72.0;7;13719826.0;62506146.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;32.0;3;179098342.0;179098342.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;13;Grandes infrastructures de recherche;;;72.0;7;0.0;17619355.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;;;32.0;3;1169058160.0;1169058160.0;0.0;0.0;Enseignement supérieur et recherche
BG;Régimes sociaux et de retraite;RB;198.0;Régimes sociaux et de retraite des transports terrestres;05;Autres régimes;;;61.0;6;14795997.0;14795997.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;05;Impôt sur le revenu;61.0;6;11609572529.0;11609572529.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;06;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;31.0;3;715757000.0;715757000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Sécurités;SB;161.0;Sécurité civile;14;Fonctionnement, soutien et logistique;;;22.0;2;2100731.0;2100731.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;02;Sécurité et paix publiques;02;Sécurité et paix publiques - Hors administration centrale et cabinet;23.0;2;18622316.0;18622316.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;207.0;Sécurité et éducation routières;03;Éducation routière;;;51.0;5;4991281.0;4991281.0;0.0;0.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;;22.0;2;19481973.0;19481973.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;23;Politique des ressources humaines;;;31.0;3;26842178.0;26883720.0;120000.0;120000.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;137.0;Égalité entre les femmes et les hommes;23;Soutien du programme égalité entre les femmes et les hommes;;;31.0;3;884357.0;884357.0;0.0;0.0;Services du Premier ministre
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;13;Ingénierie, outils de la gouvernance et expérimentations;;;31.0;3;1416113.0;1416113.0;0.0;0.0;Solidarités et des Familles
BG;Sport, jeunesse et vie associative;SF;350.0;Jeux olympiques et paralympiques 2024;01;Société de livraison des ouvrages olympiques et paralympiques;;;63.0;6;6989402.0;22554996.0;0.0;0.0;Sports et jeux olympiques et paralympiques
BG;Transformation et fonction publiques;TR;348.0;Performance et résilience des bâtiments de l'Etat et de ses opérateurs;11;Etudes;;;31.0;3;7000000.0;6000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Transformation et fonction publiques;TR;349.0;Transformation publique;04;Renouveau démocratique;;;31.0;3;1800000.0;1800000.0;0.0;0.0;Transformation et fonction publiques
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;02;Structures de mise en oeuvre de la politique de l'emploi;01;Financement du service public de l'emploi;63.0;6;0.0;4852787.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);01;Dispositifs mis en œuvre pour l'emploi des jeunes par le service public de l'emploi;61.0;6;888382707.0;888382707.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;05;Actions pour favoriser la mise en activité professionnelles des demandeurs d'emploi;04;Emplois francs;62.0;6;273872800.0;104049905.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;05;Actions pour favoriser la mise en activité professionnelles des demandeurs d'emploi;07;Mesures pour favoriser le recrutement par des particuliers employeurs;62.0;6;973808695.0;973808695.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;111.0;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;32.0;3;19500000.0;19500000.0;0.0;0.0;Travail, plein emploi et insertion
CAS;Pensions;YD;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;23.0;2;52391630507.0;52391630507.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CAS;Pensions;YD;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;03;Allocations temporaires d'invalidité;;;31.0;3;50000.0;50000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;31.0;3;43540269.0;42579748.0;0.0;0.0;Intérieur et outre-mer
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;21;Adaptation des filières à l'évolution des marchés;;;62.0;6;254267420.0;255409648.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;22;Gestion des crises et des aléas de la production agricole;;;62.0;6;284310502.0;282172527.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;09;Planification écologique - Stratégie de réduction de l’utilisation des produits phytosanitaires;;;64.0;6;250000000.0;150000000.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Aide publique au développement;AD;110.0;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;64.0;6;500592700.0;787847362.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Cohésion des territoires;VA;177.0;Hébergement, parcours vers le logement et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;31.0;3;2759000.0;2759000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;25;Information des citoyens;;;23.0;2;68094.0;68094.0;0.0;0.0;Services du Premier ministre
BG;Crédits non répartis;PC;552.0;Dépenses accidentelles et imprévisibles;01;Dépenses accidentelles et imprévisibles;;;31.0;3;525000000.0;225000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Culture;CB;131.0;Création;06;Soutien à l'emploi et structurations des professions;;;64.0;6;6719160.0;6719160.0;0.0;0.0;Culture
BG;Culture;CB;175.0;Patrimoines;03;Patrimoine des musées de France;;;63.0;6;24180001.0;24160000.0;0.0;0.0;Culture
BG;Culture;CB;175.0;Patrimoines;08;Acquisition et enrichissement des collections publiques;;;64.0;6;1748000.0;1748000.0;0.0;0.0;Culture
BG;Culture;CB;175.0;Patrimoines;09;Patrimoine archéologique;;;53.0;5;1722892.0;1722892.0;0.0;0.0;Culture
BG;Culture;CB;224.0;Soutien aux politiques du ministère de la culture;07;Fonctions de soutien du ministère;;;32.0;3;12577042.0;12577042.0;0.0;0.0;Culture
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;51.0;5;339233457.0;195977281.0;300000.0;300000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;56;Maintenir le potentiel ami et autre - Flotte logistique;64.0;6;0.0;262411.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;56;Frapper à distance - Missile de croisière naval (MDCN);31.0;3;0.0;7332541.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;86;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;31.0;3;37553760.0;45827939.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;10;Emploi des forces;31.0;3;220359483.0;209029793.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;14;Systèmes d'information et de communication;51.0;5;279246994.0;269007410.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;84;Service interarmées des munitions;31.0;3;11000178.0;10439234.0;300000.0;300000.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;11;Pilotage, soutien et communication;;;31.0;3;267418940.0;271986613.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";01;Commandement des armées;23.0;2;427132.0;427132.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Fonction pétrolière et énergies alternatives;21.0;2;79679937.0;79679937.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Surcoûts liés aux opérations intérieures;21.0;2;100000000.0;100000000.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;;21.0;2;297821050.0;297821050.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;03;Reconversion des personnels civils - Chômage;23.0;2;10861981.0;10861981.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Reconnaissance et réparation en faveur du monde combattant""";;;21.0;2;71654981.0;71654981.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Reconnaissance et réparation en faveur du monde combattant""";;;23.0;2;693584.0;693584.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;06;Autres autorités indépendantes;03;Commission nationale consultative des droits de l'homme;31.0;3;370174.0;370174.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;09;Défenseur des droits;;;22.0;2;5792034.0;5792034.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;03;Aides à l'acquisition de véhicules propres;;;31.0;3;10000000.0;10000000.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;04;Routes - Entretien;;;31.0;3;240555908.0;251205908.0;15000000.0;15000000.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;02;Emplois et formations maritimes;;;53.0;5;0.0;2000000.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;52.0;5;2500000.0;2500000.0;0.0;0.0;Services du Premier ministre
BG;Économie;DB;134.0;Développement des entreprises et régulations;08;Expertise, conseil et inspection;;;21.0;2;10058558.0;10058558.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Économie;DB;134.0;Développement des entreprises et régulations;23;Industrie et services;;;22.0;2;38427712.0;38427712.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
