Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
CAS;Contrôle de la circulation et du stationnement routiers;YE;751.0;Structures et dispositifs de sécurité routière;01;Dispositifs de contrôle;;;31.0;3;155151683.0;155151683.0;0.0;0.0;Intérieur et outre-mer
CAS;Pensions;YD;743.0;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;02;Réparation;;;31.0;3;100000.0;100000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BA;Contrôle et exploitation aériens;XC;614.0;Transports aériens, surveillance et certification;01;Développement durable et régulation;;;64.0;6;4250000.0;4250000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;29;Planification écologique;06;Soutien au renouvellement forestier;62.0;6;250000000.0;100000000.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Aide publique au développement;AD;209.0;Solidarité à l'égard des pays en développement;02;Coopération bilatérale;;;63.0;6;15000000.0;15000000.0;0.0;0.0;Europe et affaires étrangères
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;04;Réglementation, politique technique et qualité de la construction;;;64.0;6;3600000.0;3600000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;08;Volet territorialisé du plan national d'action chlordécone;;;32.0;3;1500000.0;1500000.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;27;Pilotage et soutien des juridictions financières;;;52.0;5;240000.0;240000.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;64.0;6;4717426.0;4717426.0;0.0;0.0;Culture
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;07;Prospective de défense;03;Etudes amont;31.0;3;1140933409.0;974774200.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;35;Communiquer - Autres opérations;31.0;3;75362329.0;115813513.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;43;Espace - Communiquer - Moyens de communication satellitaire;51.0;5;9908817.0;253211603.0;0.0;36000000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;44;Espace - Renseigner, surveiller, acquérir et reconnaître - ROIM;64.0;6;20.0;75276.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;42;Projeter les forces - Avion de transport futur (A400M);51.0;5;76286459.0;283686749.0;0.0;36000000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;43;Projeter les forces - Autres opérations;31.0;3;6543920.0;52819935.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;56;Maintenir le potentiel ami et autre - Flotte logistique;31.0;3;0.0;1031826.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;59;Frapper à distance - RAFALE;51.0;5;878114845.0;1442904507.0;0.0;203000000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;73;Opérer en milieu hostile - Frégates multi-missions (FREMM);31.0;3;0.0;616180.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;86;Opérer en milieu hostile - ATL2;51.0;5;9593189.0;22050350.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;82;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);51.0;5;674300000.0;133471943.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;06;Entretien et équipements des forces aériennes;31.0;3;3586613947.0;2380355288.0;70226937.0;70226937.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;64.0;6;560000.0;560000.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;01;Soutien aux opérations d'armement;23.0;2;2507288.0;2507288.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";05;EMA / Relations internationales militaires / PPE;22.0;2;40119282.0;40119282.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";04;Service interarmées des munitions;22.0;2;41771093.0;41771093.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;08;Personnel de l'agence de reconversion de la Défense;23.0;2;147867.0;147867.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;03;Direction Générale du Numérique;23.0;2;11583.0;11583.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;22.0;2;32228982.0;32228982.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;10;Soutien;;;31.0;3;49548646.0;82602917.0;1600000.0;1600000.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;;;21.0;2;1525177.0;1525177.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;51.0;5;800304.0;855808.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;31.0;3;17539590.0;17539590.0;440000.0;661920.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;51.0;5;866034.0;866034.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;01;Routes - Développement;;;63.0;6;0.0;0.0;0.0;2400000.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;04;Routes - Entretien;;;51.0;5;44938132.0;44938132.0;715433380.0;716799000.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;05;Soutien et systèmes d'information;;;61.0;6;208511.0;208511.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;62.0;6;27689388.0;24398957.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;12;Soutien à la cogénération au gaz naturel et autres moyens thermiques;01;Soutien à la cogénération au gaz naturel et autres moyens thermiques;62.0;6;100463808.0;100463808.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;380.0;Fonds d'accélération de la transition écologique dans les territoires;02;Adaptation des territoires au changement climatique;;;63.0;6;415000000.0;196532922.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Économie;DB;134.0;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;23.0;2;238985.0;238985.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;05;Enseignement professionnel sous statut scolaire;;;61.0;6;77000000.0;77000000.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;09;Fonctionnement des établissements;;;64.0;6;697991983.0;697991983.0;65000.0;65000.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;01;Enseignement pré-élémentaire;;;31.0;3;758982.0;758982.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;06;Besoins éducatifs particuliers;;;23.0;2;9161556.0;9161556.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;09;Action sociale ministérielle;;;71.0;7;441227.0;441227.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Immigration, asile et intégration;IA;303.0;Immigration et asile;02;Garantie de l'exercice du droit d'asile;;;61.0;6;293741899.0;293741899.0;0.0;0.0;Intérieur et outre-mer
BG;Investir pour la France de 2030;AV;424.0;Financement des investissements stratégiques;03;Démonstration en conditions réelles, amorçage et premières commerciales;;;63.0;6;0.0;553750000.0;0.0;0.0;Services du Premier ministre
BG;Investir pour la France de 2030;AV;425.0;Financement structurel des écosystèmes d'innovation;03;Aides à l’innovation « bottom-up » (fonds propres);;;31.0;3;0.0;705000000.0;0.0;0.0;Services du Premier ministre
BG;Justice;JA;107.0;Administration pénitentiaire;04;Soutien et formation;;;21.0;2;168672175.0;168672175.0;0.0;0.0;Justice
BG;Justice;JA;182.0;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;31.0;3;81441459.0;69123527.0;750613.0;750613.0;Justice
BG;Justice;JA;335.0;Conseil supérieur de la magistrature;01;Conseil supérieur de la magistrature;;;31.0;3;1362523.0;2445316.0;0.0;0.0;Justice
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;01;Logement;;;61.0;6;76000000.0;45560000.0;0.0;0.0;Intérieur et outre-mer
BG;Plan de relance;PR;363.0;Compétitivité;06;Commandes militaires;;;51.0;5;0.0;10000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Recherche et enseignement supérieur;RA;142.0;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;23.0;2;3305.0;3305.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;17;Recherche;;;22.0;2;45502839.0;45502839.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;63.0;6;1785662.0;1299140.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;;;32.0;3;449760220.0;449760220.0;0.0;0.0;Enseignement supérieur et recherche
BG;Régimes sociaux et de retraite;RB;195.0;Régimes de retraite des mines, de la SEITA et divers;06;Caisse de retraites des personnels de l'Opéra national de Paris;;;61.0;6;20103382.0;20103382.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Relations avec les collectivités territoriales;RC;119.0;Concours financiers aux collectivités territoriales et à leurs groupements;04;Dotation générale de décentralisation des départements;;;63.0;6;265505149.0;265505149.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Sécurités;SB;152.0;Gendarmerie nationale;03;Missions de police judiciaire et concours à la justice;02;Missions de police judiciaire et concours à la justice - administration centrale et cabinet;23.0;2;36883.0;36883.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;05;Missions de police judiciaire et concours à la justice;02;Missions de police judiciaire et concours à la justice - Hors administration centrale et cabinets;21.0;2;1957438370.0;1957438370.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;02;Action sociale;31.0;3;44849580.0;43971427.0;500000.0;500000.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;18;Personnels mettant en oeuvre les politiques sociales et de la santé;;;23.0;2;2475609.0;2475609.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;;;21.0;2;9391363.0;9391363.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;137.0;Égalité entre les femmes et les hommes;25;Prévention et lutte contre les violences et la prostitution;;;61.0;6;1788000.0;1788000.0;0.0;0.0;Services du Premier ministre
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;16;Protection juridique des majeurs;;;64.0;6;857563727.0;857563727.0;0.0;0.0;Solidarités et des Familles
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;04;Promotion des métiers du sport;;;61.0;6;375000.0;375000.0;0.0;0.0;Sports et jeux olympiques et paralympiques
BG;Transformation et fonction publiques;TR;348.0;Performance et résilience des bâtiments de l'Etat et de ses opérateurs;14;Résilience;;;51.0;5;227984201.0;181085699.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;04;Inclusion dans l'emploi des personnes en situation de handicap;64.0;6;4000000.0;4000000.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;01;Développement des compétences par l'alternance;01;Dispositifs de soutien au déploiement de l'apprentissage;32.0;3;373951.0;373951.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;111.0;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;31.0;3;242101.0;242101.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;09;Systèmes d'information;;;31.0;3;41946730.0;41708243.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;;21.0;2;43966705.0;43966705.0;0.0;0.0;Travail, plein emploi et insertion
CAS;Financement des aides aux collectivités pour l'électrification rurale;YK;793.0;Électrification rurale;09;Déclaration d'utilité publique (Très haute tension);;;63.0;6;200000.0;200000.0;0.0;0.0;Transition énergétique
CAS;Financement des aides aux collectivités pour l'électrification rurale;YK;794.0;Opérations de maîtrise de la demande d'électricité, de production d'électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées;08;Appel à projets innovants;;;63.0;6;500000.0;500000.0;0.0;0.0;Transition énergétique
CCF;Avances à l'audiovisuel public;ZD;848.0;Programme de transformation;03;Radio France;;;71.0;7;15000000.0;15000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Action extérieure de l'État;AA;185.0;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;61.0;6;76284197.0;76284197.0;0.0;0.0;Europe et affaires étrangères
BG;Action extérieure de l'État;AA;185.0;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;23.0;2;939158.0;939158.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;63.0;6;25040000.0;25040000.0;0.0;0.0;Intérieur et outre-mer
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;02;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;;64.0;6;0.0;0.0;26500000.0;26500000.0;Intérieur et outre-mer
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;04;Moyens communs;;;52.0;5;54550687.0;23013738.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Anciens combattants, mémoire et liens avec la Nation;MB;158.0;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;02;Indemnisation des victimes d'actes antisémites;31.0;3;52668.0;52668.0;0.0;0.0;Services du Premier ministre
BG;Cohésion des territoires;VA;112.0;Impulsion et coordination de la politique d'aménagement du territoire;12;FNADT section générale;;;22.0;2;2000000.0;2000000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;07;Urbanisme et aménagement;;;31.0;3;8916000.0;8916000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;11;Reconquête de la qualité des cours d'eau en Pays de la Loire;;;64.0;6;57002.0;658732.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;175.0;Patrimoines;03;Patrimoine des musées de France;;;31.0;3;13216672.0;16116672.0;0.0;0.0;Culture
BG;Culture;CB;224.0;Soutien aux politiques du ministère de la culture;07;Fonctions de soutien du ministère;;;23.0;2;7097520.0;7097520.0;0.0;0.0;Culture
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;07;Prospective de défense;04;Gestion des moyens et subventions;32.0;3;305931963.0;305931963.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;61;Frapper à distance - Autres opérations;51.0;5;949638097.0;287065276.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;85;Opérer en milieu hostile - SLAMF;64.0;6;0.0;73141.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;86;Opérer en milieu hostile - ATL2;31.0;3;23933111.0;25606707.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;11;Préparation et conduite des opérations d'armement;89;Fonctionnement et soutien DGA;64.0;6;3283700.0;3108847.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;05;Ressources humaines des forces aériennes;32.0;3;29036701.0;29036701.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;05;Systèmes d'information, d'administration et de gestion;;;31.0;3;130508001.0;105335089.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";01;DGRIS / Administration  centrale;21.0;2;15569402.0;15569402.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;01;Soutien aux opérations d'armement;22.0;2;1781271144.0;1781271144.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces navales;21.0;2;1531022534.0;1531022534.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces navales;22.0;2;1338242274.0;1338242274.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces aériennes;21.0;2;1536540141.0;1536540141.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;;23.0;2;150303.0;150303.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;04;Délégation à l'Information et la Communication de la Défense;23.0;2;28231.0;28231.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;07;Direction de la Protection des Installations, moyens et activités de la Défense;23.0;2;6358.0;6358.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;;22.0;2;20592032.0;20592032.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;;61.0;6;14880000.0;14880000.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;;51.0;5;40000.0;40000.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;31.0;3;11593800.0;11593800.0;2000000.0;2000000.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;21.0;2;12083444.0;12083444.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Économie;DB;134.0;Développement des entreprises et régulations;13;Régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP);;;22.0;2;4662886.0;4662886.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Engagements financiers de l'État;EB;344.0;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;01;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;;;64.0;6;0.0;187579310.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;03;Enseignement en collège;;;23.0;2;16429560.0;16429560.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;12;Soutien;;;22.0;2;66966955.0;66966955.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;02;Enseignement général et technologique en lycée;;;23.0;2;52351608.0;52351608.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;21.0;2;2364340933.0;2364340933.0;600000.0;600000.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;143.0;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;22.0;2;62422123.0;62422123.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Enseignement scolaire;EC;143.0;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;23.0;2;1439974.0;1439974.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;09;Certification;;;23.0;2;4320500.0;4320500.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;02;Santé scolaire;;;21.0;2;393823672.0;393823672.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;02;Santé scolaire;;;22.0;2;184124379.0;184124379.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;06;Actions éducatives complémentaires aux enseignements;;;63.0;6;99031908.0;99031908.0;500000.0;500000.0;Éducation nationale et  jeunesse
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;05;Fiscalité douanière, énergétique et environnementale;;;52.0;5;580000.0;500000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;02;Activité normative;;;22.0;2;11482145.0;11482145.0;0.0;0.0;Justice
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;03;Évaluation, contrôle, études et recherche;;;32.0;3;783204.0;783204.0;0.0;0.0;Justice
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;04;Gestion de l'administration centrale;;;51.0;5;26169541.0;19282275.0;0.0;0.0;Justice
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;03;Continuité territoriale;;;63.0;6;2879150.0;2879150.0;0.0;0.0;Intérieur et outre-mer
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;05;Bibliothèques et documentation;;;23.0;2;337959.0;337959.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;15;Pilotage et support du programme;;;64.0;6;56241171.0;56241171.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;05;Maîtrise des technologies orbitales et de l'innovation technologique;;;64.0;6;38726428.0;38726428.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Régimes sociaux et de retraite;RB;198.0;Régimes sociaux et de retraite des transports terrestres;03;Régime de retraite du personnel de la SNCF;;;64.0;6;3464399821.0;3464399821.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Relations avec les collectivités territoriales;RC;122.0;Concours spécifiques et administration;02;Administration des relations avec les collectivités territoriales;;;31.0;3;600751.0;599751.0;235000.0;235000.0;Transition écologique et cohésion des territoires
BG;Santé;SA;204.0;Prévention, sécurité sanitaire et offre de soins;14;Prévention des maladies chroniques et qualité de vie des malades;;;31.0;3;12470608.0;12470608.0;0.0;0.0;Santé et prévention
BG;Sécurités;SB;176.0;Police nationale;03;Sécurité routière;01;Sécurité routière  - Administration centrale et cabinet;23.0;2;125010.0;125010.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;07;Soutien (autres dépenses);32.0;3;30500000.0;30500000.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;07;Soutien (autres dépenses);63.0;6;27991567.0;27991567.0;0.0;0.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;14;Aide alimentaire;;;32.0;3;2900000.0;2900000.0;0.0;0.0;Solidarités et des Familles
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;01;Promotion du sport pour le plus grand nombre;;;32.0;3;6806824.0;6806824.0;0.0;0.0;Sports et jeux olympiques et paralympiques
BG;Transformation et fonction publiques;TR;348.0;Performance et résilience des bâtiments de l'Etat et de ses opérateurs;14;Résilience;;;31.0;3;6000000.0;6000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;02;Structures de mise en oeuvre de la politique de l'emploi;01;Financement du service public de l'emploi;32.0;3;1250446848.0;1250446848.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;03;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;05;Formation des salariés;64.0;6;273417422.0;245000000.0;0.0;0.0;Travail, plein emploi et insertion
