TXEMPBIT;ANNEE5;SEXE;DDIPL;AGEREG
28.4;2018;H;6;T
27.5;2019;H;6;T
29.3;2020;H;6;T
58.8;1982;H;7;T
56.4;1983;H;7;T
54.5;1984;H;7;T
53.1;1985;H;7;T
52.3;1986;H;7;T
50.5;1987;H;7;T
49.4;1988;H;7;T
49.2;1989;H;7;T
48.2;1990;H;7;T
47.1;1991;H;7;T
46.1;1992;H;7;T
44.2;1993;H;7;T
42.9;1994;H;7;T
42.6;1995;H;7;T
42.4;1996;H;7;T
41.1;1997;H;7;T
40.6;1998;H;7;T
40.2;1999;H;7;T
40.8;2000;H;7;T
40.4;2001;H;7;T
39.9;2002;H;7;T
39.1;2003;H;7;T
38.5;2004;H;7;T
37.6;2005;H;7;T
36.8;2006;H;7;T
36.3;2007;H;7;T
36.3;2008;H;7;T
35.2;2009;H;7;T
35.2;2010;H;7;T
34.8;2011;H;7;T
34.7;2012;H;7;T
33.3;2013;H;7;T
31.6;2014;H;7;T
30.7;2015;H;7;T
30.5;2016;H;7;T
31.4;2017;H;7;T
32.0;2018;H;7;T
31.9;2019;H;7;T
31.5;2020;H;7;T
67.0;1982;H;T;T
65.9;1983;H;T;T
64.2;1984;H;T;T
63.5;1985;H;T;T
63.1;1986;H;T;T
62.5;1987;H;T;T
61.9;1988;H;T;T
62.0;1989;H;T;T
61.4;1990;H;T;T
60.6;1991;H;T;T
59.9;1992;H;T;T
58.5;1993;H;T;T
57.8;1994;H;T;T
58.0;1995;H;T;T
57.9;1996;H;T;T
57.3;1997;H;T;T
57.3;1998;H;T;T
57.5;1999;H;T;T
58.5;2000;H;T;T
58.7;2001;H;T;T
58.5;2002;H;T;T
58.1;2003;H;T;T
57.7;2004;H;T;T
57.4;2005;H;T;T
57.1;2006;H;T;T
57.3;2007;H;T;T
57.6;2008;H;T;T
56.5;2009;H;T;T
56.4;2010;H;T;T
56.1;2011;H;T;T
55.7;2012;H;T;T
55.2;2013;H;T;T
54.6;2014;H;T;T
54.3;2015;H;T;T
54.3;2016;H;T;T
54.7;2017;H;T;T
54.8;2018;H;T;T
54.6;2019;H;T;T
54.1;2020;H;T;T
37.7;1982;F;1;T15
46.7;1983;F;1;T15
45.9;1984;F;1;T15
44.0;1985;F;1;T15
39.7;1986;F;1;T15
38.3;1987;F;1;T15
40.6;1988;F;1;T15
46.6;1989;F;1;T15
47.5;1990;F;1;T15
44.5;1991;F;1;T15
39.6;1992;F;1;T15
34.5;1993;F;1;T15
31.1;1994;F;1;T15
33.0;1995;F;1;T15
33.0;1996;F;1;T15
37.9;1997;F;1;T15
39.8;1998;F;1;T15
36.4;1999;F;1;T15
42.6;2000;F;1;T15
43.5;2001;F;1;T15
41.8;2002;F;1;T15
41.7;2003;F;1;T15
43.4;2004;F;1;T15
42.4;2005;F;1;T15
40.6;2006;F;1;T15
42.8;2007;F;1;T15
47.0;2008;F;1;T15
46.8;2009;F;1;T15
45.7;2010;F;1;T15
45.5;2011;F;1;T15
44.1;2012;F;1;T15
44.4;2013;F;1;T15
47.2;2014;F;1;T15
48.5;2015;F;1;T15
51.4;2016;F;1;T15
54.1;2017;F;1;T15
55.4;2018;F;1;T15
56.1;2019;F;1;T15
54.8;2020;F;1;T15
61.0;1982;F;3;T15
62.6;1983;F;3;T15
66.6;1984;F;3;T15
64.0;1985;F;3;T15
65.8;1986;F;3;T15
68.0;1987;F;3;T15
63.9;1988;F;3;T15
61.6;1989;F;3;T15
59.1;1990;F;3;T15
54.6;1991;F;3;T15
54.1;1992;F;3;T15
47.8;1993;F;3;T15
43.5;1994;F;3;T15
46.8;1995;F;3;T15
41.8;1996;F;3;T15
44.9;1997;F;3;T15
43.6;1998;F;3;T15
45.4;1999;F;3;T15
51.1;2000;F;3;T15
52.3;2001;F;3;T15
54.4;2002;F;3;T15
55.5;2003;F;3;T15
52.8;2004;F;3;T15
55.1;2005;F;3;T15
56.2;2006;F;3;T15
63.5;2007;F;3;T15
66.7;2008;F;3;T15
65.4;2009;F;3;T15
63.7;2010;F;3;T15
60.4;2011;F;3;T15
60.3;2012;F;3;T15
57.7;2013;F;3;T15
59.1;2014;F;3;T15
61.5;2015;F;3;T15
61.6;2016;F;3;T15
63.2;2017;F;3;T15
63.0;2018;F;3;T15
63.1;2019;F;3;T15
65.2;2020;F;3;T15
44.9;1982;F;4;T15
39.1;1983;F;4;T15
41.2;1984;F;4;T15
42.6;1985;F;4;T15
45.8;1986;F;4;T15
42.2;1987;F;4;T15
34.5;1988;F;4;T15
32.9;1989;F;4;T15
29.6;1990;F;4;T15
26.9;1991;F;4;T15
26.3;1992;F;4;T15
25.5;1993;F;4;T15
23.6;1994;F;4;T15
24.8;1995;F;4;T15
25.4;1996;F;4;T15
24.1;1997;F;4;T15
27.5;1998;F;4;T15
27.4;1999;F;4;T15
30.1;2000;F;4;T15
29.3;2001;F;4;T15
30.1;2002;F;4;T15
30.2;2003;F;4;T15
30.7;2004;F;4;T15
30.0;2005;F;4;T15
29.2;2006;F;4;T15
29.8;2007;F;4;T15
28.8;2008;F;4;T15
30.3;2009;F;4;T15
29.1;2010;F;4;T15
29.0;2011;F;4;T15
27.3;2012;F;4;T15
26.8;2013;F;4;T15
27.9;2014;F;4;T15
29.8;2015;F;4;T15
28.9;2016;F;4;T15
30.2;2017;F;4;T15
31.3;2018;F;4;T15
31.0;2019;F;4;T15
28.1;2020;F;4;T15
72.4;1982;F;5;T15
71.8;1983;F;5;T15
68.8;1984;F;5;T15
71.3;1985;F;5;T15
70.3;1986;F;5;T15
70.6;1987;F;5;T15
69.8;1988;F;5;T15
67.7;1989;F;5;T15
66.6;1990;F;5;T15
62.4;1991;F;5;T15
60.9;1992;F;5;T15
56.0;1993;F;5;T15
54.9;1994;F;5;T15
55.3;1995;F;5;T15
51.5;1996;F;5;T15
48.3;1997;F;5;T15
49.3;1998;F;5;T15
48.0;1999;F;5;T15
51.5;2000;F;5;T15
52.1;2001;F;5;T15
53.2;2002;F;5;T15
51.1;2003;F;5;T15
49.4;2004;F;5;T15
45.0;2005;F;5;T15
41.9;2006;F;5;T15
47.2;2007;F;5;T15
45.5;2008;F;5;T15
42.6;2009;F;5;T15
43.9;2010;F;5;T15
46.5;2011;F;5;T15
47.6;2012;F;5;T15
49.1;2013;F;5;T15
46.8;2014;F;5;T15
46.3;2015;F;5;T15
47.8;2016;F;5;T15
46.1;2017;F;5;T15
46.5;2018;F;5;T15
52.3;2019;F;5;T15
46.2;2020;F;5;T15
18.9;1982;F;6;T15
18.3;1983;F;6;T15
17.1;1984;F;6;T15
17.2;1985;F;6;T15
15.2;1986;F;6;T15
15.0;1987;F;6;T15
15.1;1988;F;6;T15
13.5;1989;F;6;T15
13.1;1990;F;6;T15
10.7;1991;F;6;T15
10.2;1992;F;6;T15
11.4;1993;F;6;T15
9.5;1994;F;6;T15
9.0;1995;F;6;T15
9.2;1996;F;6;T15
8.0;1997;F;6;T15
8.3;1998;F;6;T15
7.7;1999;F;6;T15
8.7;2000;F;6;T15
9.2;2001;F;6;T15
8.9;2002;F;6;T15
8.6;2003;F;6;T15
7.6;2004;F;6;T15
7.2;2005;F;6;T15
9.2;2006;F;6;T15
9.5;2007;F;6;T15
9.2;2008;F;6;T15
9.4;2009;F;6;T15
7.8;2010;F;6;T15
8.0;2011;F;6;T15
7.6;2012;F;6;T15
6.6;2013;F;6;T15
5.5;2014;F;6;T15
6.1;2015;F;6;T15
4.9;2016;F;6;T15
5.2;2017;F;6;T15
5.6;2018;F;6;T15
5.8;2019;F;6;T15
4.1;2020;F;6;T15
30.7;1982;F;7;T15
29.4;1983;F;7;T15
24.5;1984;F;7;T15
21.9;1985;F;7;T15
23.1;1986;F;7;T15
21.7;1987;F;7;T15
20.3;1988;F;7;T15
22.5;1989;F;7;T15
21.8;1990;F;7;T15
21.1;1991;F;7;T15
20.0;1992;F;7;T15
18.9;1993;F;7;T15
17.2;1994;F;7;T15
16.6;1995;F;7;T15
15.6;1996;F;7;T15
14.6;1997;F;7;T15
14.0;1998;F;7;T15
14.4;1999;F;7;T15
14.5;2000;F;7;T15
13.3;2001;F;7;T15
13.7;2002;F;7;T15
13.7;2003;F;7;T15
13.8;2004;F;7;T15
15.0;2005;F;7;T15
13.3;2006;F;7;T15
13.0;2007;F;7;T15
14.3;2008;F;7;T15
15.0;2009;F;7;T15
14.1;2010;F;7;T15
14.2;2011;F;7;T15
14.1;2012;F;7;T15
12.3;2013;F;7;T15
13.2;2014;F;7;T15
11.0;2015;F;7;T15
10.3;2016;F;7;T15
10.1;2017;F;7;T15
9.5;2018;F;7;T15
9.3;2019;F;7;T15
9.9;2020;F;7;T15
38.7;1982;F;T;T15
37.8;1983;F;T;T15
35.7;1984;F;T;T15
35.5;1985;F;T;T15
35.9;1986;F;T;T15
35.2;1987;F;T;T15
33.6;1988;F;T;T15
33.6;1989;F;T;T15
32.5;1990;F;T;T15
30.3;1991;F;T;T15
29.2;1992;F;T;T15
27.7;1993;F;T;T15
25.7;1994;F;T;T15
25.6;1995;F;T;T15
24.5;1996;F;T;T15
23.6;1997;F;T;T15
24.5;1998;F;T;T15
24.2;1999;F;T;T15
26.9;2000;F;T;T15
27.3;2001;F;T;T15
27.4;2002;F;T;T15
27.3;2003;F;T;T15
26.8;2004;F;T;T15
26.4;2005;F;T;T15
25.9;2006;F;T;T15
27.5;2007;F;T;T15
27.8;2008;F;T;T15
27.7;2009;F;T;T15
26.5;2010;F;T;T15
26.1;2011;F;T;T15
25.6;2012;F;T;T15
25.2;2013;F;T;T15
25.5;2014;F;T;T15
26.0;2015;F;T;T15
26.0;2016;F;T;T15
26.4;2017;F;T;T15
27.2;2018;F;T;T15
27.8;2019;F;T;T15
26.5;2020;F;T;T15
77.3;1982;F;1;T25
75.9;1983;F;1;T25
77.9;1984;F;1;T25
77.9;1985;F;1;T25
77.9;1986;F;1;T25
76.8;1987;F;1;T25
78.5;1988;F;1;T25
78.4;1989;F;1;T25
79.8;1990;F;1;T25
79.5;1991;F;1;T25
80.4;1992;F;1;T25
79.8;1993;F;1;T25
79.4;1994;F;1;T25
77.5;1995;F;1;T25
77.1;1996;F;1;T25
76.1;1997;F;1;T25
78.0;1998;F;1;T25
79.1;1999;F;1;T25
80.9;2000;F;1;T25
81.4;2001;F;1;T25
81.9;2002;F;1;T25
81.6;2003;F;1;T25
81.4;2004;F;1;T25
82.5;2005;F;1;T25
82.1;2006;F;1;T25
82.9;2007;F;1;T25
86.3;2008;F;1;T25
84.9;2009;F;1;T25
85.2;2010;F;1;T25
84.8;2011;F;1;T25
85.8;2012;F;1;T25
85.7;2013;F;1;T25
84.8;2014;F;1;T25
85.4;2015;F;1;T25
86.2;2016;F;1;T25
86.2;2017;F;1;T25
86.4;2018;F;1;T25
87.4;2019;F;1;T25
86.6;2020;F;1;T25
81.1;1982;F;3;T25
81.3;1983;F;3;T25
83.1;1984;F;3;T25
83.0;1985;F;3;T25
83.5;1986;F;3;T25
82.4;1987;F;3;T25
83.3;1988;F;3;T25
83.1;1989;F;3;T25
83.7;1990;F;3;T25
84.9;1991;F;3;T25
84.7;1992;F;3;T25
83.6;1993;F;3;T25
83.6;1994;F;3;T25
84.6;1995;F;3;T25
84.6;1996;F;3;T25
83.6;1997;F;3;T25
83.3;1998;F;3;T25
84.3;1999;F;3;T25
85.7;2000;F;3;T25
86.1;2001;F;3;T25
86.2;2002;F;3;T25
85.3;2003;F;3;T25
84.8;2004;F;3;T25
85.3;2005;F;3;T25
84.9;2006;F;3;T25
86.2;2007;F;3;T25
86.5;2008;F;3;T25
86.4;2009;F;3;T25
87.4;2010;F;3;T25
87.3;2011;F;3;T25
86.6;2012;F;3;T25
87.1;2013;F;3;T25
86.8;2014;F;3;T25
85.6;2015;F;3;T25
86.7;2016;F;3;T25
86.4;2017;F;3;T25
85.6;2018;F;3;T25
86.6;2019;F;3;T25
86.6;2020;F;3;T25
72.6;1982;F;4;T25
73.2;1983;F;4;T25
74.6;1984;F;4;T25
76.2;1985;F;4;T25
78.6;1986;F;4;T25
77.2;1987;F;4;T25
77.6;1988;F;4;T25
77.7;1989;F;4;T25
78.2;1990;F;4;T25
77.5;1991;F;4;T25
77.7;1992;F;4;T25
77.2;1993;F;4;T25
77.6;1994;F;4;T25
77.4;1995;F;4;T25
77.9;1996;F;4;T25
76.8;1997;F;4;T25
77.5;1998;F;4;T25
77.6;1999;F;4;T25
78.1;2000;F;4;T25
78.5;2001;F;4;T25
79.0;2002;F;4;T25
78.2;2003;F;4;T25
76.6;2004;F;4;T25
77.5;2005;F;4;T25
77.6;2006;F;4;T25
79.0;2007;F;4;T25
79.3;2008;F;4;T25
77.9;2009;F;4;T25
77.7;2010;F;4;T25
76.6;2011;F;4;T25
76.4;2012;F;4;T25
77.8;2013;F;4;T25
75.9;2014;F;4;T25
76.5;2015;F;4;T25
75.5;2016;F;4;T25
74.5;2017;F;4;T25
76.4;2018;F;4;T25
76.2;2019;F;4;T25
75.2;2020;F;4;T25
69.5;1982;F;5;T25
69.5;1983;F;5;T25
69.5;1984;F;5;T25
69.4;1985;F;5;T25
70.1;1986;F;5;T25
70.0;1987;F;5;T25
70.2;1988;F;5;T25
71.0;1989;F;5;T25
71.6;1990;F;5;T25
72.5;1991;F;5;T25
72.0;1992;F;5;T25
72.5;1993;F;5;T25
71.2;1994;F;5;T25
72.3;1995;F;5;T25
72.3;1996;F;5;T25
71.8;1997;F;5;T25
71.3;1998;F;5;T25
71.8;1999;F;5;T25
73.3;2000;F;5;T25
74.2;2001;F;5;T25
74.1;2002;F;5;T25
73.9;2003;F;5;T25
74.4;2004;F;5;T25
74.8;2005;F;5;T25
75.5;2006;F;5;T25
76.1;2007;F;5;T25
77.7;2008;F;5;T25
76.0;2009;F;5;T25
76.0;2010;F;5;T25
75.4;2011;F;5;T25
74.7;2012;F;5;T25
73.3;2013;F;5;T25
72.1;2014;F;5;T25
70.4;2015;F;5;T25
71.0;2016;F;5;T25
71.7;2017;F;5;T25
71.6;2018;F;5;T25
71.2;2019;F;5;T25
69.2;2020;F;5;T25
70.4;1982;F;6;T25
69.9;1983;F;6;T25
70.0;1984;F;6;T25
69.7;1985;F;6;T25
70.3;1986;F;6;T25
69.5;1987;F;6;T25
70.9;1988;F;6;T25
71.6;1989;F;6;T25
72.5;1990;F;6;T25
72.1;1991;F;6;T25
71.9;1992;F;6;T25
73.0;1993;F;6;T25
73.2;1994;F;6;T25
73.3;1995;F;6;T25
74.3;1996;F;6;T25
71.3;1997;F;6;T25
72.4;1998;F;6;T25
73.4;1999;F;6;T25
72.2;2000;F;6;T25
73.0;2001;F;6;T25
72.9;2002;F;6;T25
71.8;2003;F;6;T25
72.9;2004;F;6;T25
69.0;2005;F;6;T25
69.9;2006;F;6;T25
73.0;2007;F;6;T25
72.0;2008;F;6;T25
71.0;2009;F;6;T25
70.3;2010;F;6;T25
68.2;2011;F;6;T25
65.9;2012;F;6;T25
62.5;2013;F;6;T25
61.2;2014;F;6;T25
60.1;2015;F;6;T25
59.8;2016;F;6;T25
59.4;2017;F;6;T25
59.1;2018;F;6;T25
55.2;2019;F;6;T25
58.3;2020;F;6;T25
54.3;1982;F;7;T25
55.7;1983;F;7;T25
55.4;1984;F;7;T25
55.1;1985;F;7;T25
55.1;1986;F;7;T25
53.9;1987;F;7;T25
53.4;1988;F;7;T25
54.1;1989;F;7;T25
54.8;1990;F;7;T25
55.6;1991;F;7;T25
56.3;1992;F;7;T25
56.3;1993;F;7;T25
56.3;1994;F;7;T25
57.1;1995;F;7;T25
56.8;1996;F;7;T25
56.4;1997;F;7;T25
56.5;1998;F;7;T25
55.9;1999;F;7;T25
55.3;2000;F;7;T25
56.1;2001;F;7;T25
56.4;2002;F;7;T25
55.7;2003;F;7;T25
55.8;2004;F;7;T25
54.9;2005;F;7;T25
54.9;2006;F;7;T25
54.9;2007;F;7;T25
54.4;2008;F;7;T25
53.0;2009;F;7;T25
51.9;2010;F;7;T25
51.0;2011;F;7;T25
48.1;2012;F;7;T25
47.6;2013;F;7;T25
47.9;2014;F;7;T25
45.6;2015;F;7;T25
41.7;2016;F;7;T25
43.2;2017;F;7;T25
44.1;2018;F;7;T25
43.8;2019;F;7;T25
43.5;2020;F;7;T25
63.6;1982;F;T;T25
64.6;1983;F;T;T25
65.3;1984;F;T;T25
65.5;1985;F;T;T25
66.4;1986;F;T;T25
65.9;1987;F;T;T25
66.4;1988;F;T;T25
67.1;1989;F;T;T25
68.2;1990;F;T;T25
68.9;1991;F;T;T25
69.3;1992;F;T;T25
69.7;1993;F;T;T25
69.7;1994;F;T;T25
70.4;1995;F;T;T25
70.6;1996;F;T;T25
70.0;1997;F;T;T25
70.5;1998;F;T;T25
71.2;1999;F;T;T25
72.1;2000;F;T;T25
73.1;2001;F;T;T25
73.6;2002;F;T;T25
73.3;2003;F;T;T25
73.3;2004;F;T;T25
73.7;2005;F;T;T25
74.3;2006;F;T;T25
75.5;2007;F;T;T25
76.8;2008;F;T;T25
76.0;2009;F;T;T25
76.0;2010;F;T;T25
75.5;2011;F;T;T25
75.2;2012;F;T;T25
75.5;2013;F;T;T25
75.3;2014;F;T;T25
75.1;2015;F;T;T25
75.1;2016;F;T;T25
75.1;2017;F;T;T25
76.0;2018;F;T;T25
76.7;2019;F;T;T25
76.3;2020;F;T;T25
46.8;1982;F;1;T50
44.4;1983;F;1;T50
43.0;1984;F;1;T50
