"link";"reference";"title";"jobLocation";"datePosted";"employmentType";"duration.months";"workHours";"baseSalary";"educationRequirements";"experienceRequirements"
"https://emploi.cnrs.fr/Offres/CDD/UMR8003-GILDEW0-002/Default.aspx";"UMR8003-GILDEW0-002";"Développement d une technique de préparation d échantillons, pour l imagerie de tissus épais d origine animale ou végétale H/F";"PARIS 06";"vendredi 27 novembre 2020";"CDD Technique/Administratif";6;"Temps complet";"2151€ bruts";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6303-VINVIG-002/Default.aspx";"UMR6303-VINVIG-002";"Ingénieur d étude en Corrosion en milieux aqueux (H/F)";"DIJON";"vendredi 27 novembre 2020";"CDD Technique/Administratif";12;"Temps complet";"1600 - 2000 euros";"Bac+3";"5 à 10 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5596-MARALL-001/Default.aspx";"UMR5596-MARALL-001";"Post-doctorat : Méthodes quantitatives sur l évolution de la classification nominale H/F";"LYON 07";"vendredi 27 novembre 2020";"CDD Scientifique";24;"Temps complet";"entre 2648 euros et 2877 euros selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5069-TSUKAT-005/Default.aspx";"UMR5069-TSUKAT-005";"Post-doc ANR Si-POP 2020 (H/F)";"TOULOUSE";"vendredi 27 novembre 2020";"CDD Scientifique";12;"Temps complet";"entre 2648 et 3054 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5218-FABPRE-010/Default.aspx";"UMR5218-FABPRE-010";"Chargé(e)s d affaires ""Ingénierie cognitive"" H/F";"TALENCE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";12;"Temps complet";"entre 2 089€  et 2 206€ bruts selon expérience";"Ingénieur";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6614-THIBES-012/Default.aspx";"UMR6614-THIBES-012";"H/F Post-doctorant en optique ultrarapide et génération de rayonnement THz intense";"ST ETIENNE DU ROUVRAY CEDE";"vendredi 27 novembre 2020";"CDD Scientifique";12;"Temps complet";"entre 2.650€ et 3.800€ brut mensuel selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5218-FABPRE-011/Default.aspx";"UMR5218-FABPRE-011";"Community Manager (H/F)";"TALENCE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";12;"Temps complet";"entre 1 931€ ou 2 061€ slon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR3266-VIRLEF-012/Default.aspx";"UPR3266-VIRLEF-012";"H/F Administrateur-trice systèmes et réseaux";"CAEN";"vendredi 27 novembre 2020";"CDD Technique/Administratif";12;"Temps complet";"a partir de 2100 euros ( selon expérience)";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6502-CHREWE-001/Default.aspx";"UMR6502-CHREWE-001";"Poste postdoctoral en modélisation de la fluorination catalysée par la DFT (H/F)";"NANTES";"lundi 30 novembre 2020";"CDD Scientifique";12;"Temps complet";"2675 € bruts mensuels";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMS831-FRAAND-004/Default.aspx";"UMS831-FRAAND-004";"Ingénieur-e en ingénierie logicielle : développement web full stack (H/F)";"TOULOUSE";"lundi 30 novembre 2020";"CDD Technique/Administratif";6;"Temps complet";"entre 2088 et 2206€ bruts mensuels selon expérience et diplôme";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5513-CLALAM-001/Default.aspx";"UMR5513-CLALAM-001";"Chercheur CDD  (H/F) - Développement d un prototype d absorbeur non linéaire pour l atténuation des Tremblements Essentiels";"VAULX EN VELIN";"lundi 30 novembre 2020";"CDD Scientifique";14;"Temps complet";"2150 à 2479€ net mensuel hors prélèvement à la source et selon expérience)";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7210-VALEMI-004/Default.aspx";"UMR7210-VALEMI-004";"Ingénieur de Recherche en microscopie H/F";"PARIS 12";"lundi 30 novembre 2020";"CDD Technique/Administratif";24;"Temps complet";"entre 2690 et 2890 €brus mensuels selon expérience";"Ingénieur";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7583-GENTUA-025/Default.aspx";"UMR7583-GENTUA-025";"Technicien(ne) gestion administrative (H/F)";"CRETEIL";"lundi 30 novembre 2020";"CDD Technique/Administratif";10;"Temps complet";"1 661,97  et 1 756,74 euros bruts mensuels selon expérience";"Bac / Bac pro";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR9012-SOPHEB-021/Default.aspx";"UMR9012-SOPHEB-021";"Ingénieur d études en calcul scientifique pour le projet européen NLOAccess H/F";"ORSAY";"lundi 30 novembre 2020";"CDD Technique/Administratif";6;"Temps complet";"2150 € bruts mensuels";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7356-PHITUR-001/Default.aspx";"UMR7356-PHITUR-001";"Chercheur-se post-doc (H/F) - Etude de la carbonatation de granulats de béton recyclés";"LA ROCHELLE";"lundi 30 novembre 2020";"CDD Scientifique";12;"Temps complet";"Selon grille CNRS expérience inférieure à 2ans (entre 2648.79 et 3054.06 € bruts mensuels)";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/ERL9002-ISALAN0-003/Default.aspx";"ERL9002-ISALAN0-003";"Agent (H/F) technique en charge de la laverie";"VILLENEUVE D ASCQ";"lundi 30 novembre 2020";"CDD Technique/Administratif";6;"Temps incomplet";"entre 1629 et 1880 euros de salaire brut mensuel selon expérience";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7341-OLIUTE-004/Default.aspx";"UMR7341-OLIUTE-004";"Ingénieur (H/F) en conception et réalisation mécanique";"MARSEILLE 09";"lundi 30 novembre 2020";"CDD Technique/Administratif";12;"Temps complet";"entre 2151,32 et 2272,27 euros bruts mensuels selon expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7283-DELLER-036/Default.aspx";"UMR7283-DELLER-036";"Ingénieur(e) en Microbiologie et Biologie Moléculaire H/F";"MARSEILLE 09";"lundi 30 novembre 2020";"CDD Technique/Administratif";24;"Temps complet";"entre 2151,31€ et 2272,27€ bruts";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/USR2004-BRUCEN-001/Default.aspx";"USR2004-BRUCEN-001";"OpenEdition recrute un.e administrateur.trice systèmes et réseaux H/F";"MARSEILLE 13";"lundi 30 novembre 2020";"CDD Technique/Administratif";12;"Temps complet";"Entre 2151.32 et 2272.27 euros bruts mensuels selon grille CNRS basée sur diplôme et expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7249-SOPBRA0-010/Default.aspx";"UMR7249-SOPBRA0-010";"H/F ingénieur de recherche en optique expérimentale";"MARSEILLE 13";"lundi 30 novembre 2020";"CDD Technique/Administratif";24;"Temps complet";"montant BRUT/mois : 2510.74€ à 2694.64€)";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5256-NOEPER-004/Default.aspx";"UMR5256-NOEPER-004";"Post-doctorat en catalyse hétérogène (H/F)";"VILLEURBANNE";"lundi 30 novembre 2020";"CDD Scientifique";12;"Temps complet";"environ 2700 euro brut mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR3589-SIMMUN-002/Default.aspx";"UMR3589-SIMMUN-002";"Chercheur-se post-doc (H/F) - Prévision atmosphérique sans couture";"TOULOUSE";"lundi 30 novembre 2020";"CDD Scientifique";18;"Temps complet";"entre 2648 et 3768 euros bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5669-MAGLEB-004/Default.aspx";"UMR5669-MAGLEB-004";"Post-doctorant (H/F) en mathématiques";"LYON 07";"lundi 30 novembre 2020";"CDD Scientifique";24;"Temps complet";"2675 à 3805€ brut mensuel";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8109-SYLDES-022/Default.aspx";"UMR8109-SYLDES-022";"Ingénieur-e informatique temps réel (F/H) (H/F)";"MEUDON";"lundi 30 novembre 2020";"CDD Technique/Administratif";36;"Temps complet";"selon diplôme et expérience entre 2510€ et 3194€ bruts mensuels";"Supérieur à bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY400-NATSEN-057/Default.aspx";"MOY400-NATSEN-057";"Chargé d Affaires Juridiques H/F";"GIF SUR YVETTE";"lundi 30 novembre 2020";"CDD Technique/Administratif";24;"Temps complet";"Selon expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8612-SIMMUR-008/Default.aspx";"UMR8612-SIMMUR-008";"Chercheur Post Doctoral_ Hydrogels hybrides à libération contrôlée et prolongée (H/F)(Institut Galien Paris-Saclay)";"CHATENAY MALABRY";"lundi 30 novembre 2020";"CDD Scientifique";12;"Temps complet";"entre 2500 et 3500 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6614-THIBES-014/Default.aspx";"UMR6614-THIBES-014";"H/F Chercheur en Analyse de la régénération de filtre à suie via une approche numérique";"ST ETIENNE DU ROUVRAY CEDE";"lundi 30 novembre 2020";"CDD Scientifique";18;"Temps complet";"2.675€ salaire brut";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7031-SANGUE-019/Default.aspx";"UMR7031-SANGUE-019";"Chercheur H/F :  Localisation des ondes en milieu élastique fortement hétérogène";"MARSEILLE 13";"mardi 1 décembre 2020";"CDD Scientifique";12;"Temps complet";"Entre 2728,26 et 3881,29 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5048-FLOLEP-013/Default.aspx";"UMR5048-FLOLEP-013";"Assistant ingénieur en microscopie électronique en transmission H/F";"MONTPELLIER";"mardi 1 décembre 2020";"CDD Technique/Administratif";24;"Temps complet";"Entre 2082 € et 2190 Euros/bruts par mois selon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8134-OZAKAR-003/Default.aspx";"UMR8134-OZAKAR-003";"(H/F) Chercheur.e en économie politique urbaine, avec spécialisation dans l Immobilier";"MARNE LA VALLEE";"mardi 1 décembre 2020";"CDD Scientifique";24;"Temps complet";"entre 2728 et 3881 €  brut mensuel selon expérience.";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR2940-JEAPOI-001/Default.aspx";"UPR2940-JEAPOI-001";"Post-doc- Photons intriqués à partir d une boite quantique (H/F)";"GRENOBLE";"mardi 1 décembre 2020";"CDD Scientifique";24;"Temps complet";"entre 2 648 et 3768 €  bruts mensuels selon expérience.";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7504-CHRBOE-003/Default.aspx";"UMR7504-CHRBOE-003";"Post Doc (H/F) - dynamique ultrarapide de spins";"STRASBOURG";"mardi 1 décembre 2020";"CDD Scientifique";24;"Temps complet";"Rémunération brute mensuelle à partir de 2675.27 € (en fonction de l expérience)";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7164-NADOKA-007/Default.aspx";"UMR7164-NADOKA-007";"Chercheur H/F : développements scientifiques liés à l instrument ECLAIRs à bord de la mission SVOM.";"PARIS 13";"mardi 1 décembre 2020";"CDD Scientifique";12;"Temps complet";"entre 2728 et 3881 euros bruts mensuels selon l expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR8001-BERTON-001/Default.aspx";"UPR8001-BERTON-001";"H/F Chercheur CDD, Actionnement nano-moléculaire pour une nouvelle génération de muscles artificiels";"TOULOUSE";"mardi 1 décembre 2020";"CDD Scientifique";15;"Temps complet";"entre 2648 et 3054 euros brut mensuels selon l expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6523-SOLGUE-012/Default.aspx";"UMR6523-SOLGUE-012";"chercheur en physique de l océan et de l atmosphère   (H/F)";"PLOUZANE";"mardi 1 décembre 2020";"CDD Scientifique";9;"Temps complet";"Entre 2675 et 3805 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5193-ADRDEF-001/Default.aspx";"UMR5193-ADRDEF-001";"Ingénieur Sciences sociales (H/F) - Prévention en santé au travail et outils numériques";"TOULOUSE";"mardi 1 décembre 2020";"CDD Technique/Administratif";20;"Temps complet";"2437 euros bruts mensuels";"Supérieur à bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8212-MAUGRE-007/Default.aspx";"UMR8212-MAUGRE-007";"Chargé de gestion financière H/F";"GIF SUR YVETTE";"mardi 1 décembre 2020";"CDD Technique/Administratif";12;"Temps complet";"Entre 1 988 € et  2 123 € bruts mensuels selon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/INS1650-SONVEL-021/Default.aspx";"INS1650-SONVEL-021";"Assistant(e) de direction (H/F)";"PARIS 16";"mardi 1 décembre 2020";"CDD Technique/Administratif";6;"Temps complet";"De 1988 à 2234 € bruts mensuels en fonction de l expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5204-CHRMAU-001/Default.aspx";"UMR5204-CHRMAU-001";"(H/F) Catalogueur d un fonds spécialisé";"LE BOURGET DU LAC";"mardi 1 décembre 2020";"CDD Technique/Administratif";3;"Temps complet";"brut 1 930,85 € / mois";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8001-VIVBAL-004/Default.aspx";"UMR8001-VIVBAL-004";"Postdoctorant en mathématiques (H/F)";"PARIS 05";"mardi 1 décembre 2020";"CDD Scientifique";24;"Temps complet";"entre 3 800 et 4000 euros bruts mensuels selon expérience";"Doctorat";"5 à 10 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5229-ANNBUS-004/Default.aspx";"UMR5229-ANNBUS-004";"Gestionnaire financier.e et comptable (H/F)";"BRON";"mardi 1 décembre 2020";"CDD Technique/Administratif";3;"Temps complet";"entre 1629 et 1722€";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7317-NATBES-007/Default.aspx";"UMR7317-NATBES-007";"Chercheur(e)/Post-Doc (H/F) en Sciences Humaines et Sociales - Programme de recherche ANR VICO";"AIX EN PROVENCE";"mardi 1 décembre 2020";"CDD Scientifique";6;"Temps complet";"entre 2728 et 3881 euros bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7592-ISALAD-028/Default.aspx";"UMR7592-ISALAD-028";"Chercheur-e post-doctorant-e (H/F) en biologie moléculaire/Génomique";"PARIS 13";"mardi 1 décembre 2020";"CDD Scientifique";12;"Temps complet";"entre 2730 et 3880 € bruts, selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6226-MARFOU-001/Default.aspx";"UMR6226-MARFOU-001";"Technicien.ne en chimie de synthèse organique (H/F)";"RENNES";"mardi 1 décembre 2020";"CDD Technique/Administratif";15;"Temps complet";"entre 1600 et 1700 € bruts mensuels";"Bac / Bac pro";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY1692-VERVER-004/Default.aspx";"MOY1692-VERVER-004";"H/F Assistant(e) en gestion administrative";"GIF SUR YVETTE";"mardi 1 décembre 2020";"CDD Technique/Administratif";12;"Temps complet";"entre 1 988 et 2 123 € bruts mensuels selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7010-LAULAB-003/Default.aspx";"UMR7010-LAULAB-003";"Post-Doc (H/F) : quantum communication";"NICE";"mardi 1 décembre 2020";"CDD Scientifique";12;"Temps complet";"2600 €";"Doctorat";"1 à 4 années"
